song,bassmusic,breakbeat,disco,downtempo,dnb,erock,jungle,hardcore,hardstyle,hauntology,hip hop fusion,trap,house,industrial,techno,trance,uk garage
Ed Solo - Ganja Smuggling,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rung Tingz Cru - Took My Breath (Ft. Solo Banton, Lady Fyah),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ed Solo Deekline - Top Rankin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Soundclash - Raggamuffin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Top Cat DJ Nut Nut - Special Dedication (Sigma Remix),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Serial Killaz - Good Enough,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Beastie Boys - The Gala Event,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eddie Def & Ingrid De Lambre - Poeisies, Scene 1 Le Blues,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Broke For Free - As Colourful As Ever,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Moby - If Things Were Perfect ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Juzhin - Railways,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DJ Krush - Mu Getsu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Herbaliser - The Hard Stuff,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fingathing - Epitaph,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Archive - Old Artist,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arms & Sleepers - Black Paris 86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Centz - Modal Notions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Violent Public Disorderaz - Memory (feat. Mr Moods),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dj Krush - 40 Winks (No Sleep Vadim Mix),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lee Curtis Connection - Smokin',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kelpe - Doubles of Everything,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tosca - Joe si ha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jon Kennedy - Boom Clack (Martin Brew Remix),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Talvin Singh - Traveller (Kid Loco's Once Upon a Time in the East Mix),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Giyo - Nocturne,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cambis & Florzinho feat.Sina - Aman Aman ( Euphonic Traveller remix ),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Spell On You,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Like The Sunshine,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Le Parjure,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Deep Inside,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Trouble,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Le Bouton De Manchette,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Rainman,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Capture Ioiseau,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Smile,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Sweet Cans,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Swingapour,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Walk With Me,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Fastajazz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Lonely Town,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Sofeatly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Joe Black,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ours Samplus - Alamo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ODESZA - Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RIVAL X CADMIUM - In Your head (feat. Micah Martin),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Neovaii - Should've Started,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brevis - When You Came,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Madnap x WiDE AWAKE - Forget U,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Juche - Neo Riot,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Far Out - Another World,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Far Out - Lost With You feat. Ruby Chase (Vincent Nord Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Apashe feat. Wasiu - Majesty (CloZee Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ezgod - Lone Wolf (feat. Wasiu),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Justin Caruso - The Mandalorian (Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sweeper - You,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vosai - See The Light,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Koven - My Love,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Far Out - Overdrive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Far Out - Strike,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Savoy - Let You Go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Far Out - Tidal Wave (feat. Nevve),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KLOUD - Lies (ATLAST Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jaskier - Toss A Coin To Your Witcher (Kl�n Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Neovaii - Feel You,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mountkid - Dino,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
League of Legends - As We Fall (WE ARE FURY Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gidexen - Ronin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Halo - Halo Theme song (Nolan van Lith Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ID - ID,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Far Out - Horizon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mike Hawkins - I Want Your Soul,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Apashe - Distance (feat. Geoffroy),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32Stitches & Hoober - Astronomia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Star Wars - The Force Theme (Far Out Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
William Black - Drown The Sky (ATLAST Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sace x Loneliness - Virtuoso,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Far Out - Our Own (feat. Micah Martin),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Skan - Sail Away,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BREVIS - The Truth (feat. Holly Terrens),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Crankdat - Falling,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
League of Legends - Legends Never Die (Axile Remix) feat. Elisha,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Calivania - Doom,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 Souls - Legends,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hex Cougar - Burn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Skan - Give it to dem (feat. Highdiwaan & Drama B),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Skan - Sadaweya feat. Highdiwaan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Far Out - Apex,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Northern National - Slow Down (Oddcube Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Egzod - Reserve (feat. Leo The Kind),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Justin Caruso - Fortnite Theme (Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eleven's Promise (Juelz Stranger Things Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Far Out - Look To The Stars,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fetty Wap - Trap Queen (Crankdat Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aero Chord - Drop It,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R3HAB & Waysons - Shanghai,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yellow Claw - Kaolo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jason Derulo feat. Snoop Dogg - Wiggle (Onderkoffer Remix)�,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
San Holo - Fly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rain Man & Krysta Youngs - Habit (T-Mass Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aero Chord - Boundless,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Flo Rida - GDFR (K Theory Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Razihel & Aero Chord - Titans �,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GTA feat. Sam Bruno - Red Lips (Aero Chord Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vanic X Aquilo - Losing you,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Skrillex & Diplo - Where Are � Now (feat. Justin Bieber) (Marshmello Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
marshmello - KeEp iT MeLLo feat. Omar Linx,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Flosstradamus feat. GTA & Lil Jon - Prison Riot,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Antiserum & Mayhem - Hustle,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
San Holo - We Rise,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Troyboi -�O.G,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Migos - Bad & Boujee (R3HAB vs. No Riddim & It's Different Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
El Speaker - Put Your Love (Azide Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alan Walker - Faded (Sep Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TroyBoi - Afeaterhours (feat. Diplo & Nina Sky),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dillon Francis & DJ Snake - Get Low,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Psychic Type - Booty Had Me Like,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Keys N Krates - Dum Dee Dum (JiKay Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jackal - Shakedown (LOUDPVCK Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chainsmokers - Sick Boy (BEAUZ Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Macklemore - These Days (R3HAB Remix) [feat. Jess Glynne & Dan Caplen],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Justin Timberlake - Cry Me A River (Deficio Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vanic x Tove Styrke - Borderline,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jack � - Take � There (feat. Kiesza) (TroyBoi Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Krewella - Calm Down (SKAN Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R3HAB - Icarus (R3HAB & Skytech Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HOPEX - Roadrunner,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R3HAB x Krewella - Ain't that why (Skytech Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Major Lazer - Be Together (feat. Wild Belle) (Vanic Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aero Chord - Surface,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vanic x Zella Day - Hypnotic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Flosstradamus & TroyBoi - Soundclash,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ti�sto & KSHMR Feat. VASSY - Secrets (Instant Party! Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tomsize & Simeon - Jump,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vanic x K.Flay - Can't Sleep,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zedd - Beautiful Now (feat. Jon Bellion) (Marshmello Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Grace - You Don't Own Me (feat. G-Eazy) (Candyland Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vanic x K.Flay - Make Me Fade,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Meg Myers - Desire (Hucci Remix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Two Feet - Go F*ck Yourself,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R3HAB x NOAH NEIMAN - WE DO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sierra - Unbroken ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dirtyphonics x Sullivan King - Navigator,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dirtyphonics x Sullivan King - Hammer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CYBRPNK x Sullivan King - MSHPIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Remstage - Tyranny,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sinyells - Dismal Light,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Morbid M3chanics - Delirium's Realm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Morbid M3chanics - Negative Space,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Remstage - Neon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sinyells - Smashing Heads,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SWARM - Unbreakable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legna Zeg - Labyrinth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Karuma - Mindmachine ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Das Licht - Traumwelten ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Johan Gielen - Da Phat Smokers ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Veracocha - Carte Blanche (Ferry Corsten & Vincent De Moor) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Final Fantasy - Controlling Transmission (Mat Silver mix) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Binary Finary - 2000 (Jam X & DuMond's Remix) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rank1 - Airwave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Moni B - Stripped ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mac Zimms - L' Annonce des Couleurs (Vincent de Moor Remix) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Energy 52 - Cafe Del Mar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Push - Universal Nation (Ferry Corsten Remix) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sunbeam - Outside World ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mellow Trax - Phuture Vibes (Kai Tracid Remix) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mauro Picotto - Iguana ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Camisra vs Lizard Bootleg ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arome - Hands Up (Dj Scot Project Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Storm - Time to Burn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
William Orbit - Adagio For Strings (Ferry Corsten Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Da Hool - Meet Her At The Love Parade (Hooligans 2001 Club Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mauro Picotto - Lizard (1999 R.A.F. By Picotto remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lange - Drifeating Away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ayla - Liebe (ATB Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ATB � 9PM (Till I Come) (Signum Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kamaya Painters - Endless Wave (Albion Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Art of Trance - Madagascar (Ferry Corsten Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vincent De Moor - Eternity (Forever),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chakra - Home (Above & Beyond Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kamaya Painters - Far From Over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Push - Strange World (2000 Remake),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Morrighan - Remember (to the Millenium) (Lange Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Peran van Dijk - Good Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vincent De Moor - No Hesitation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ayla - Ayla (Veracocha Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Svendson & Gielen - Twisted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Binary Finary - 1999 (Gouryella Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
John Rees vs. Helios Beta Blocker (Jr Trance Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ian van Dahl feat. Marsha - Castles in the Sky (Wippenberg Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Foggy - Come Into My Dream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yahel - Voyage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Veracocha - Carte Blanche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Thrillseekers - Synaesthesia (En-Motion Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airscape - L'esperanza (Svenson's Goes To The Love Parade Mix) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lightforce - Join Me (Club Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Travel - Pray to Jerusalem (Euphoria Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Barthezz - On The Move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Orkidea - Unity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PPK - ResuRection (Wellenrausch Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DJ Luck & MC Neat - A little Bit of Luck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DJ Luck & MC Neat - Ain't no stoppin us, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Angel 21 feat. Rose Windross & MC Kie - Flow (Sunship Vocal Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Active Minds feat. MC DT - Hobson's Choice (Redzki Don's Vocal Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Artful Dodger feat. MC Alistair - Are you ready,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wookie - Battle (MJ Cole Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sisqo - The Thong Song (Artful Dodger Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A.K.A. - Warning (Sunship Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Artful Dodger - Please don't turn me on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shut Up & Dance - Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Active Minds - Hobson's Choice (Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DJ EZ - Voodoo Magic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lynden David Hall feat. Artful Dodger - Forgive me | Cooltempo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sweet Female Attitude - 8 Days a Week (Sunship Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2 Smart - Rudeboy Business | Ladies And Gentleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sweet Female Attitude - Flowers (Sunship Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phaze One - Nicole's Groove (Full Length MC Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Daniel Bedingfield - Gotta get thru this,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oxide & Neutrino - Shoot to kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oxide & Neutrino - Bound 4 da Reload,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Artful Dodger feat. Michelle Escoffery - Think about me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
So Solid Crew - Oh no (Sentimental Things),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brandy & Monica - The Boy is mine (Architects Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nordstadt Union - Try harder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Artful Dodger - Rewind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paul McCartney - Silly Love Songs (Artful Dodger Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
De La Soul - All good (MJ Cole Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Another Level - Guess I was a Fool (MJ Cole Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NNG feat. Kallaghan - Right before my Eyes (MC Neat Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lovestation feat. Fayleina Brown - Teardrops (Pure Garage Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wiseguys - Oh la la (Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Baby D. - Let me be your Fantasy (Trick Or Treat Remix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sunship feat. Anita Kelsey - Try me out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K Warren & Richie Dan - Call it Fate (Underground Mix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
